id,age,job,marital,education,default,balance,housing,loan,contact,duration,campaign,previous,y
1153,42,management,married,tertiary,no,144,no,no,cellular,143,1,failure,no
1154,46,management,married,tertiary,no,740,yes,no,cellular,462,1,failure,no
1155,37,management,single,tertiary,no,4543,yes,no,cellular,137,1,failure,no
1156,26,technician,single,tertiary,no,468,yes,no,cellular,221,2,failure,no
1157,54,services,divorced,secondary,no,0,no,no,cellular,362,1,success,yes
1158,52,housemaid,married,secondary,no,1752,no,yes,telephone,346,4,failure,no
1159,31,blue-collar,married,secondary,no,1131,yes,yes,cellular,126,1,failure,no
1160,33,admin.,single,secondary,no,303,no,no,cellular,483,2,failure,no
1161,22,self-employed,single,secondary,no,2138,no,yes,cellular,164,1,other,yes
1162,59,retired,married,primary,no,3648,no,no,telephone,257,2,success,yes
1163,36,blue-collar,married,primary,no,1177,no,no,cellular,330,1,success,yes
1164,52,technician,married,unknown,no,9687,yes,no,cellular,222,3,failure,no
1165,48,admin.,married,primary,no,3,yes,no,cellular,69,1,failure,no
1166,37,management,single,tertiary,no,72,yes,yes,cellular,885,5,failure,yes
1167,48,admin.,married,secondary,no,257,yes,no,telephone,186,4,failure,no
1168,42,admin.,married,primary,no,-306,yes,no,cellular,308,1,success,yes
1169,46,self-employed,married,unknown,no,-257,no,no,cellular,104,1,failure,no
1170,56,admin.,married,unknown,no,1848,yes,no,cellular,147,2,failure,no
1171,37,management,married,secondary,no,10,no,yes,cellular,164,1,failure,no
1172,32,services,married,secondary,no,414,yes,no,cellular,236,2,failure,no
1173,39,technician,married,tertiary,no,206,no,no,cellular,148,2,success,yes
1174,32,admin.,single,secondary,no,12,yes,no,cellular,242,1,failure,no
1175,63,technician,married,secondary,no,896,yes,no,cellular,115,3,other,no
1176,30,student,single,secondary,no,48,no,no,cellular,161,1,failure,yes
1177,35,admin.,single,secondary,no,10,no,yes,cellular,357,1,failure,no
1178,34,management,married,tertiary,no,158,no,no,cellular,190,1,success,yes
1179,23,services,single,secondary,no,488,no,no,cellular,205,1,success,yes
1180,37,services,married,tertiary,no,0,yes,no,cellular,11,3,failure,no
1181,46,admin.,married,secondary,no,0,yes,no,cellular,149,2,failure,no
1182,25,student,single,secondary,no,154,no,no,cellular,141,1,failure,yes
1183,42,admin.,married,secondary,no,641,no,no,cellular,111,1,other,no
1184,31,blue-collar,married,secondary,no,8,yes,no,cellular,98,2,failure,no
1185,34,housemaid,married,tertiary,no,4958,yes,no,cellular,175,1,failure,no
1186,53,housemaid,married,primary,no,2581,no,no,cellular,828,1,failure,yes
1187,42,entrepreneur,married,tertiary,no,171,yes,no,cellular,135,1,failure,no
1188,26,student,single,tertiary,no,5169,yes,no,cellular,397,1,failure,yes
1189,27,blue-collar,married,secondary,no,-330,yes,yes,cellular,88,1,failure,no
1190,52,management,married,primary,no,98,yes,no,cellular,402,1,failure,no
1191,41,blue-collar,married,secondary,no,306,yes,no,telephone,86,1,failure,no
1192,34,admin.,married,secondary,no,3185,yes,no,cellular,93,1,failure,no
1193,47,housemaid,married,primary,no,201,yes,no,cellular,58,2,failure,no
1194,41,blue-collar,married,secondary,no,1100,yes,no,cellular,397,1,failure,no
1195,52,management,married,tertiary,no,0,yes,no,telephone,179,3,other,no
1196,39,management,married,tertiary,no,613,no,no,cellular,211,2,success,no
1197,34,technician,divorced,secondary,no,558,yes,no,cellular,130,2,failure,no
1198,29,management,single,tertiary,no,697,no,no,cellular,365,1,success,yes
1199,56,management,divorced,primary,no,26,yes,no,cellular,194,4,other,no
1200,44,blue-collar,married,primary,no,4581,yes,no,cellular,520,3,failure,no
1201,32,admin.,single,secondary,no,1,no,no,cellular,75,1,failure,no
1202,38,admin.,divorced,secondary,no,407,yes,yes,cellular,146,1,failure,no
1203,32,admin.,married,tertiary,no,118,no,no,cellular,383,4,failure,no
1204,34,admin.,married,secondary,no,393,yes,no,cellular,222,4,failure,no
1205,38,blue-collar,married,unknown,no,0,yes,no,cellular,477,2,failure,no
1206,42,blue-collar,married,primary,no,574,yes,no,cellular,357,2,failure,no
1207,38,services,married,secondary,no,780,yes,no,cellular,262,1,failure,no
1208,56,technician,married,secondary,no,150,yes,yes,cellular,102,6,failure,no
1209,38,technician,single,secondary,no,61,yes,no,cellular,109,1,failure,no
1210,33,blue-collar,divorced,secondary,no,86,no,yes,cellular,183,3,failure,no
1211,57,technician,divorced,primary,no,13,yes,no,cellular,323,2,failure,no
1212,28,management,single,tertiary,no,1720,no,no,cellular,230,1,success,yes
1213,36,management,single,tertiary,no,4,yes,no,cellular,855,2,failure,yes
1214,32,management,divorced,tertiary,no,530,yes,no,cellular,131,1,failure,no
1215,45,management,married,tertiary,no,0,yes,no,cellular,469,2,failure,no
1216,41,technician,single,unknown,no,3652,yes,no,cellular,127,1,success,no
1217,41,admin.,divorced,secondary,no,1967,yes,no,cellular,115,1,failure,no
1218,28,management,single,tertiary,no,1840,no,no,cellular,1472,1,other,no
1219,59,entrepreneur,married,tertiary,no,146,yes,no,cellular,97,3,failure,no
1220,52,services,married,secondary,no,2904,yes,no,cellular,201,6,failure,no
1221,56,blue-collar,married,primary,no,1137,no,no,telephone,99,3,success,no
1222,37,self-employed,single,primary,no,235,yes,no,cellular,191,4,failure,no
1223,42,technician,married,unknown,no,1559,no,no,cellular,155,1,success,no
1224,34,technician,single,secondary,no,664,yes,yes,cellular,88,2,other,no
1225,49,management,married,tertiary,no,734,yes,no,cellular,42,2,failure,no
1226,57,management,divorced,tertiary,no,52,yes,no,cellular,40,3,other,no
1227,31,blue-collar,married,unknown,no,-120,yes,no,cellular,100,3,failure,no
1228,53,admin.,married,secondary,no,3703,yes,no,cellular,104,1,failure,no
1229,34,blue-collar,single,primary,no,18,no,no,cellular,324,4,other,no
1230,57,management,married,tertiary,no,1631,yes,no,cellular,254,2,failure,no
1231,43,services,married,secondary,no,2145,no,no,cellular,291,2,success,yes
1232,33,admin.,married,tertiary,no,1636,yes,yes,cellular,105,1,failure,no
1233,51,management,married,tertiary,no,176,yes,yes,unknown,8,1,failure,no
1234,22,student,single,secondary,no,123,no,no,telephone,267,2,success,no
1235,40,blue-collar,married,primary,no,1802,yes,no,cellular,326,1,failure,no
1236,30,blue-collar,married,secondary,no,177,yes,no,cellular,62,2,failure,no
1237,28,services,married,secondary,no,15,yes,no,cellular,182,2,failure,no
1238,34,blue-collar,married,secondary,no,0,yes,no,cellular,325,1,failure,no
1239,35,admin.,single,secondary,no,0,yes,no,cellular,80,1,failure,no
1240,71,retired,married,primary,no,2600,no,no,cellular,186,2,success,yes
1241,24,student,single,secondary,no,1234,no,no,cellular,314,1,success,yes
1242,76,retired,divorced,primary,no,2693,no,no,cellular,109,5,success,no
1243,33,technician,single,tertiary,no,109,yes,yes,cellular,601,2,failure,yes
1244,30,technician,single,tertiary,no,1185,yes,no,cellular,284,1,failure,no
1245,39,management,married,secondary,no,363,yes,yes,cellular,67,1,failure,no
1246,33,unemployed,married,tertiary,no,3335,no,no,cellular,92,1,failure,no
1247,31,management,single,tertiary,no,3967,yes,no,cellular,859,1,failure,no
1248,44,blue-collar,married,primary,no,279,yes,no,cellular,85,1,other,no
1249,24,technician,single,secondary,no,598,no,no,cellular,762,1,success,yes
1250,53,admin.,married,secondary,no,0,no,no,telephone,353,1,failure,no
1251,31,technician,married,tertiary,no,1570,yes,no,cellular,277,4,failure,yes
1252,27,self-employed,single,tertiary,no,168,no,no,cellular,123,1,success,yes
1253,52,services,married,secondary,no,659,no,no,cellular,390,4,success,yes
1254,31,student,single,secondary,no,1776,no,no,cellular,220,1,other,yes
1255,43,management,married,tertiary,no,175,yes,no,cellular,129,4,other,no
1256,27,management,single,tertiary,no,390,no,no,cellular,190,1,success,no
1257,30,self-employed,married,secondary,no,123,no,yes,unknown,66,1,other,no
1258,35,management,married,tertiary,no,2801,yes,no,cellular,70,2,failure,no
1259,28,technician,married,secondary,no,916,yes,no,cellular,191,1,other,no
1260,31,management,single,tertiary,no,0,yes,no,cellular,97,2,other,no
1261,27,student,single,tertiary,no,3733,yes,no,cellular,198,1,success,yes
1262,39,blue-collar,single,secondary,no,175,no,no,cellular,17,1,other,no
1263,27,student,single,tertiary,no,5291,no,no,cellular,192,2,failure,yes
1264,38,admin.,divorced,secondary,no,3834,yes,no,cellular,363,2,failure,no
1265,28,blue-collar,single,secondary,no,2486,yes,no,telephone,26,5,success,no
1266,50,management,married,secondary,no,2910,no,no,telephone,433,1,failure,no
1267,33,blue-collar,married,secondary,no,686,yes,yes,telephone,30,6,other,no
1268,28,technician,married,secondary,no,-302,yes,no,cellular,152,4,failure,no
1269,36,blue-collar,single,secondary,no,275,yes,no,cellular,89,1,failure,no
1270,32,admin.,divorced,secondary,yes,5,yes,yes,cellular,82,3,other,no
1271,56,admin.,married,secondary,no,1270,yes,no,cellular,80,2,other,no
1272,40,blue-collar,single,primary,no,1530,yes,no,cellular,8,3,failure,no
1273,59,retired,married,tertiary,no,941,no,yes,cellular,231,1,failure,no
1274,54,technician,married,secondary,no,0,no,no,telephone,159,2,success,no
1275,51,technician,married,secondary,no,2,yes,yes,cellular,71,1,failure,no
1276,38,services,married,secondary,no,1616,yes,no,telephone,168,5,failure,no
1277,54,technician,single,secondary,no,198,yes,yes,cellular,120,1,failure,no
1278,56,retired,divorced,primary,no,694,no,no,cellular,144,1,other,yes
1279,46,admin.,single,secondary,no,757,yes,yes,cellular,342,3,failure,no
1280,39,blue-collar,married,primary,no,476,yes,no,cellular,212,1,failure,no
1281,26,blue-collar,married,primary,no,172,yes,no,cellular,410,3,failure,no
1282,55,technician,married,tertiary,no,639,yes,no,telephone,992,5,other,no
1283,36,blue-collar,single,primary,no,263,yes,no,cellular,199,2,failure,no
1284,49,admin.,single,tertiary,no,228,yes,no,cellular,252,2,success,yes
1285,30,self-employed,married,tertiary,no,163,yes,no,cellular,149,1,other,no
1286,32,student,married,tertiary,no,744,yes,no,cellular,506,2,other,no
1287,40,entrepreneur,married,tertiary,no,2644,yes,no,cellular,110,2,failure,no
1288,45,admin.,divorced,primary,no,429,yes,no,cellular,147,1,success,yes
1289,54,blue-collar,married,secondary,no,0,no,no,telephone,1366,1,failure,no
1290,40,blue-collar,married,secondary,no,356,yes,yes,cellular,1254,3,failure,no
1291,33,blue-collar,married,primary,no,331,yes,no,cellular,435,2,failure,no
1292,38,blue-collar,single,secondary,no,2580,yes,no,cellular,1691,2,failure,yes
1293,32,blue-collar,married,secondary,no,419,yes,no,cellular,122,3,failure,no
1294,23,student,single,secondary,no,381,no,no,cellular,696,1,other,yes
1295,38,blue-collar,divorced,secondary,no,0,yes,no,telephone,162,1,success,yes
1296,37,admin.,married,secondary,no,0,yes,no,cellular,208,3,failure,no
1297,60,blue-collar,married,primary,no,5,no,no,cellular,533,1,success,yes
1298,31,management,single,tertiary,no,86,no,no,cellular,100,1,failure,no
1299,37,blue-collar,divorced,secondary,no,638,yes,no,cellular,326,1,success,no
1300,40,blue-collar,single,primary,no,-21,no,no,cellular,68,2,failure,no
1301,79,retired,divorced,primary,no,2787,no,no,telephone,617,1,success,yes
1302,47,technician,married,secondary,no,1167,yes,no,cellular,139,3,success,no
1303,48,services,divorced,secondary,no,-203,yes,no,cellular,156,5,other,no
1304,36,management,married,tertiary,no,86,yes,no,cellular,104,1,failure,no
1305,51,management,married,tertiary,no,5108,yes,no,cellular,272,1,other,no
1306,39,self-employed,married,tertiary,no,585,yes,no,cellular,48,1,failure,no
1307,36,technician,single,secondary,no,144,no,no,cellular,87,1,failure,no
1308,63,management,married,tertiary,no,5112,no,no,telephone,2184,2,failure,yes
1309,31,blue-collar,divorced,secondary,no,-209,yes,no,cellular,154,3,failure,no
1310,34,technician,married,secondary,no,118,yes,no,cellular,53,4,failure,no
1311,57,blue-collar,married,secondary,no,5935,yes,yes,cellular,90,2,failure,no
1312,32,technician,divorced,tertiary,no,75,no,no,cellular,104,3,failure,no
1313,56,retired,married,primary,no,9367,no,no,telephone,271,2,success,yes
1314,38,blue-collar,married,secondary,no,-288,yes,yes,cellular,68,1,failure,no
1315,54,housemaid,divorced,primary,no,2253,yes,no,cellular,266,1,failure,no
1316,41,unemployed,married,tertiary,no,0,no,no,cellular,882,1,success,yes
1317,38,unemployed,married,tertiary,no,2812,yes,no,cellular,322,1,success,no
1318,30,admin.,single,tertiary,no,41,yes,no,cellular,68,4,success,no
1319,30,student,single,secondary,no,948,yes,no,cellular,150,1,failure,no
1320,36,blue-collar,single,secondary,no,376,yes,yes,cellular,180,1,failure,no
1321,40,services,divorced,secondary,no,1155,no,yes,cellular,175,1,failure,no
1322,34,admin.,single,secondary,no,296,no,no,cellular,68,1,failure,no
1323,28,admin.,married,secondary,no,-247,yes,yes,cellular,121,1,failure,no
1324,32,student,single,secondary,no,61,no,yes,cellular,178,3,failure,no
1325,43,technician,married,secondary,no,473,yes,no,cellular,148,3,failure,no
1326,33,admin.,divorced,secondary,no,661,yes,no,cellular,108,1,failure,no
1327,61,management,married,unknown,no,264,no,no,telephone,270,1,success,yes
1328,38,entrepreneur,married,tertiary,no,1649,no,yes,cellular,218,2,success,no
1329,28,student,single,unknown,no,78,no,no,cellular,232,3,failure,yes
1330,41,services,divorced,secondary,no,5745,yes,yes,cellular,69,3,failure,no
1331,33,blue-collar,married,secondary,no,-241,yes,yes,cellular,117,1,failure,no
1332,37,management,married,primary,no,3953,yes,no,cellular,610,2,failure,no
1333,33,admin.,married,tertiary,no,79,yes,no,cellular,389,1,success,yes
1334,45,management,married,secondary,no,2897,no,no,cellular,301,2,failure,no
1335,36,blue-collar,married,secondary,no,-557,yes,yes,cellular,484,1,failure,no
1336,25,management,single,tertiary,no,145,no,no,cellular,145,1,failure,no
1337,35,technician,single,tertiary,no,7546,yes,no,cellular,255,1,other,no
1338,56,admin.,married,secondary,no,602,no,no,cellular,458,1,success,yes
1339,48,management,single,tertiary,no,334,yes,no,cellular,600,2,success,yes
1340,43,management,divorced,tertiary,no,481,yes,no,cellular,187,1,other,yes
1341,59,retired,married,secondary,no,1035,yes,yes,cellular,126,2,failure,no
1342,50,management,married,tertiary,no,0,no,no,cellular,232,3,other,no
1343,33,management,single,tertiary,no,506,no,no,cellular,176,1,success,no
1344,40,blue-collar,married,primary,no,665,yes,no,cellular,177,3,success,no
1345,45,admin.,divorced,secondary,no,2353,yes,no,cellular,435,7,success,no
1346,54,blue-collar,married,primary,no,1357,yes,yes,cellular,305,5,other,no
1347,33,blue-collar,married,primary,no,170,yes,yes,telephone,113,3,other,no
1348,30,services,divorced,secondary,no,0,yes,yes,cellular,174,2,failure,no
1349,33,management,single,tertiary,no,541,yes,yes,cellular,140,1,failure,no
1350,56,technician,married,secondary,no,778,no,no,cellular,315,2,failure,no
1351,34,management,single,tertiary,no,7263,yes,no,telephone,38,1,failure,no
1352,22,student,single,unknown,no,1215,no,no,cellular,145,3,failure,yes
1353,45,unemployed,married,secondary,no,-407,yes,no,cellular,320,3,failure,no
1354,68,retired,married,primary,no,2301,no,no,cellular,90,3,failure,no
1355,31,self-employed,single,tertiary,no,253,yes,no,cellular,157,1,failure,no
1356,36,entrepreneur,single,tertiary,no,145,yes,no,cellular,450,2,success,no
1357,45,technician,divorced,secondary,no,-14,no,no,cellular,39,2,failure,no
1358,63,housemaid,married,secondary,no,2,no,no,cellular,45,2,success,no
1359,51,admin.,married,secondary,no,423,yes,yes,cellular,236,1,failure,no
1360,58,retired,married,secondary,no,374,yes,yes,cellular,223,1,failure,no
1361,57,blue-collar,divorced,primary,no,5041,yes,no,cellular,284,1,failure,no
1362,26,entrepreneur,married,tertiary,no,38,yes,no,cellular,119,1,failure,no
1363,29,admin.,single,tertiary,no,422,yes,no,cellular,103,1,failure,no
1364,29,self-employed,married,tertiary,no,0,yes,no,cellular,253,2,failure,no
1365,35,blue-collar,married,primary,no,443,yes,no,cellular,185,2,other,no
1366,32,blue-collar,single,secondary,no,3201,yes,no,cellular,98,1,failure,no
1367,35,blue-collar,single,secondary,no,0,yes,no,cellular,371,1,failure,no
1368,28,admin.,divorced,secondary,no,451,yes,no,cellular,302,1,success,yes
1369,37,blue-collar,married,secondary,no,4321,no,no,cellular,276,3,failure,no
1370,35,management,married,tertiary,yes,-10,yes,no,cellular,168,2,other,no
1371,52,technician,married,secondary,no,196,yes,yes,cellular,116,1,failure,no
1372,48,services,married,primary,no,0,yes,no,cellular,90,2,failure,no
1373,48,blue-collar,married,secondary,no,1794,yes,yes,cellular,97,1,failure,no
1374,28,student,single,tertiary,no,3733,yes,no,cellular,419,5,success,no
1375,33,technician,single,tertiary,no,849,yes,no,cellular,128,2,failure,no
1376,55,services,married,secondary,no,3546,yes,yes,cellular,588,1,failure,no
1377,48,management,divorced,tertiary,no,266,yes,no,cellular,198,2,failure,no
1378,45,blue-collar,married,secondary,no,226,no,no,telephone,170,2,failure,no
1379,32,entrepreneur,married,unknown,no,73,yes,no,cellular,158,1,failure,no
1380,46,technician,married,secondary,no,3434,no,yes,cellular,148,2,success,yes
1381,21,student,single,unknown,no,330,no,no,cellular,232,3,failure,no
1382,55,technician,married,secondary,no,511,yes,no,cellular,108,1,other,no
1383,28,admin.,married,secondary,no,-97,yes,no,cellular,79,1,success,no
1384,48,technician,married,secondary,no,1981,yes,no,cellular,404,3,failure,no
1385,37,entrepreneur,single,tertiary,no,65,no,no,cellular,20,10,failure,no
1386,28,housemaid,married,secondary,yes,65,yes,yes,cellular,165,1,failure,no
1387,59,housemaid,married,primary,no,935,yes,no,cellular,103,3,failure,no
1388,32,technician,married,secondary,no,-292,yes,yes,cellular,301,1,failure,no
1389,33,blue-collar,married,secondary,no,1,yes,no,cellular,67,4,failure,no
1390,37,technician,divorced,secondary,no,262,yes,no,cellular,268,1,other,no
1391,38,management,married,tertiary,no,4174,no,no,cellular,336,2,failure,yes
1392,32,housemaid,married,tertiary,no,357,yes,no,cellular,133,3,failure,no
1393,35,management,married,tertiary,no,24,yes,no,cellular,169,1,failure,no
1394,36,services,married,unknown,no,618,no,no,cellular,360,1,success,yes
1395,36,management,divorced,tertiary,no,36,yes,no,cellular,227,1,failure,no
1396,40,services,married,secondary,no,0,yes,no,cellular,184,1,failure,no
1397,33,management,married,tertiary,no,1388,yes,no,cellular,280,1,failure,no
1398,53,management,married,tertiary,no,34230,yes,yes,cellular,279,1,other,no
1399,65,retired,married,primary,no,2173,no,no,cellular,543,4,failure,no
1400,31,management,married,unknown,no,385,no,no,cellular,242,2,failure,no
1401,66,management,married,unknown,no,2149,yes,no,cellular,151,6,other,no
1402,35,blue-collar,married,primary,no,298,yes,no,cellular,135,2,failure,no
1403,34,technician,divorced,secondary,no,1301,yes,no,cellular,196,2,failure,no
1404,64,housemaid,married,primary,no,67,no,no,telephone,86,2,failure,no
1405,20,student,married,unknown,no,292,no,no,cellular,385,2,failure,yes
1406,25,services,married,secondary,no,51,yes,yes,cellular,159,2,failure,no
1407,46,entrepreneur,married,secondary,no,245,yes,no,cellular,78,1,failure,no
1408,66,retired,married,secondary,no,3409,no,no,cellular,133,3,failure,no
1409,48,blue-collar,married,primary,no,551,yes,yes,cellular,1064,3,failure,no
1410,29,blue-collar,single,tertiary,no,455,no,no,cellular,542,4,success,yes
1411,46,blue-collar,married,primary,no,101,yes,no,cellular,422,1,success,no
1412,28,admin.,married,secondary,no,330,no,no,cellular,357,1,other,yes
1413,33,admin.,divorced,secondary,yes,-18,yes,no,cellular,244,1,failure,no
1414,23,student,single,secondary,no,0,no,no,cellular,217,1,success,yes
1415,18,student,single,unknown,no,108,no,no,cellular,92,1,success,yes
1416,69,retired,married,tertiary,no,473,no,no,cellular,110,1,failure,no
1417,34,self-employed,married,tertiary,no,2427,no,no,telephone,50,2,other,no
1418,37,technician,single,tertiary,no,197,no,no,cellular,531,1,success,yes
1419,34,technician,married,tertiary,no,16992,yes,no,cellular,71,1,failure,no
1420,59,retired,married,primary,no,741,no,no,cellular,194,2,failure,no
1421,36,management,married,secondary,no,1825,yes,no,cellular,24,1,failure,no
1422,37,services,single,secondary,no,23,yes,no,cellular,197,1,failure,no
1423,41,technician,married,tertiary,no,532,yes,no,cellular,414,2,failure,no
1424,22,blue-collar,single,secondary,no,682,no,no,cellular,126,2,success,yes
1425,44,services,married,secondary,no,1106,yes,no,telephone,178,5,failure,no
1426,43,admin.,single,secondary,no,733,yes,no,cellular,282,1,success,yes
1427,30,blue-collar,married,secondary,no,-28,yes,no,cellular,284,2,failure,no
1428,37,technician,married,secondary,no,146,yes,yes,cellular,82,2,failure,no
1429,25,student,single,secondary,no,1765,yes,no,telephone,111,3,failure,no
1430,37,blue-collar,married,primary,no,0,yes,no,cellular,108,1,failure,no
1431,43,services,married,secondary,no,-1,yes,no,cellular,51,1,failure,no
1432,47,admin.,married,secondary,no,3676,no,no,cellular,415,2,other,yes
1433,35,blue-collar,married,unknown,no,568,yes,no,cellular,119,2,failure,no
1434,44,technician,single,secondary,no,1195,yes,no,cellular,187,6,failure,no
1435,35,services,single,secondary,no,143,yes,yes,cellular,68,1,other,no
1436,33,blue-collar,married,primary,no,494,yes,no,cellular,159,1,failure,no
1437,63,retired,married,primary,no,3738,no,no,telephone,301,1,failure,no
1438,29,technician,married,secondary,no,1180,yes,no,cellular,367,3,failure,yes
1439,37,technician,married,secondary,no,1707,yes,no,cellular,546,2,failure,yes
1440,34,technician,single,secondary,no,2660,yes,no,cellular,158,2,failure,no
1441,40,services,married,secondary,no,9374,yes,no,cellular,7,8,failure,no
1442,55,management,divorced,tertiary,no,5253,yes,yes,cellular,378,1,failure,no
1443,33,management,single,tertiary,no,48,yes,no,cellular,400,1,failure,no
1444,53,technician,married,secondary,no,195,yes,no,cellular,472,1,success,yes
1445,45,management,married,tertiary,no,474,yes,yes,cellular,190,4,failure,no
1446,26,technician,single,tertiary,no,1066,no,no,cellular,112,1,success,no
1447,34,admin.,divorced,secondary,no,661,yes,no,cellular,245,2,failure,yes
1448,58,blue-collar,married,primary,no,3109,no,no,cellular,295,1,success,yes
1449,35,management,married,tertiary,no,1725,yes,yes,cellular,180,2,failure,no
1450,74,retired,married,tertiary,no,1843,no,no,cellular,251,2,success,yes
1451,31,admin.,single,secondary,no,223,yes,no,cellular,508,1,success,no
1452,50,blue-collar,married,primary,no,859,yes,yes,telephone,56,5,failure,no
1453,25,admin.,single,tertiary,no,1141,yes,no,cellular,718,1,failure,no
1454,26,admin.,single,secondary,no,787,yes,no,cellular,68,2,failure,no
1455,42,technician,single,secondary,no,568,yes,no,cellular,311,2,failure,no
1456,58,admin.,single,secondary,no,2223,no,no,cellular,1139,2,success,no
1457,52,technician,married,secondary,no,371,yes,yes,cellular,224,2,success,yes
1458,35,management,married,tertiary,no,105,yes,no,cellular,36,1,failure,no
1459,61,management,married,secondary,no,1471,no,no,cellular,632,1,failure,no
1460,50,admin.,married,secondary,no,326,yes,no,cellular,124,1,failure,no
1461,39,services,married,secondary,no,1005,yes,yes,cellular,204,1,failure,no
1462,34,management,single,tertiary,no,171,yes,no,cellular,191,1,failure,no
1463,37,technician,married,secondary,no,318,no,no,cellular,167,1,failure,no
1464,30,services,single,secondary,no,572,yes,no,cellular,237,1,other,no
1465,32,admin.,single,secondary,no,457,no,no,cellular,109,3,failure,no
1466,28,management,single,tertiary,no,385,no,yes,cellular,79,4,failure,no
1467,35,technician,married,secondary,no,0,yes,no,cellular,524,1,success,yes
1468,35,services,married,secondary,no,-315,yes,no,cellular,330,2,failure,no
1469,39,admin.,married,secondary,no,47,yes,no,cellular,143,2,failure,no
1470,44,admin.,divorced,secondary,no,777,yes,no,cellular,517,3,failure,no
1471,65,unemployed,divorced,secondary,no,588,no,no,cellular,110,4,success,no
1472,33,technician,married,secondary,no,303,yes,no,cellular,355,1,success,yes
1473,29,services,married,secondary,no,222,yes,no,cellular,197,1,failure,no
1474,37,management,single,tertiary,no,1339,yes,no,cellular,96,6,other,no
1475,31,technician,single,secondary,no,1447,yes,no,cellular,236,3,failure,no
1476,38,student,single,unknown,no,444,no,no,cellular,157,3,success,no
1477,44,management,married,tertiary,no,-8,yes,no,cellular,472,1,failure,no
1478,43,technician,married,secondary,no,0,no,yes,cellular,9,2,failure,no
1479,45,management,divorced,tertiary,no,839,yes,no,cellular,340,1,failure,no
1480,38,management,married,tertiary,no,536,yes,no,cellular,234,1,success,yes
1481,22,student,single,tertiary,no,1258,no,no,cellular,182,1,failure,no
1482,55,admin.,married,secondary,no,602,no,no,cellular,390,2,success,yes
1483,33,management,married,tertiary,no,71,no,no,cellular,136,1,failure,no
1484,48,blue-collar,married,secondary,no,1143,yes,no,cellular,264,1,failure,no
1485,30,technician,single,secondary,no,4787,yes,no,cellular,266,1,failure,no
1486,51,entrepreneur,married,primary,no,1443,no,no,cellular,574,1,success,no
1487,30,admin.,married,secondary,no,187,yes,no,cellular,56,1,failure,no
1488,34,technician,married,secondary,no,3000,yes,yes,cellular,215,3,failure,no
1489,35,blue-collar,married,secondary,no,199,yes,no,cellular,203,1,failure,no
1490,49,technician,single,secondary,no,1245,no,no,cellular,115,2,failure,no
1491,40,blue-collar,married,primary,no,-310,yes,yes,cellular,133,2,failure,no
1492,37,admin.,married,secondary,no,176,yes,no,cellular,147,2,failure,no
1493,39,blue-collar,married,secondary,no,2467,no,no,cellular,207,2,other,yes
1494,34,entrepreneur,married,secondary,no,3119,yes,no,cellular,505,1,failure,no
1495,31,technician,single,secondary,no,846,no,no,cellular,405,3,failure,yes
1496,38,admin.,divorced,secondary,no,859,yes,yes,cellular,52,1,failure,no
1497,36,technician,single,secondary,no,103,yes,no,cellular,122,2,failure,no
1498,43,blue-collar,married,primary,no,479,yes,no,cellular,293,2,failure,no
1499,56,technician,divorced,secondary,no,3450,no,no,cellular,507,1,success,yes
1500,27,management,single,tertiary,no,616,yes,no,cellular,685,1,other,yes
1501,31,unemployed,divorced,secondary,no,1144,yes,no,cellular,65,2,failure,no
1502,35,entrepreneur,married,tertiary,no,355,yes,no,cellular,183,2,failure,no
1503,59,technician,married,secondary,no,116,no,no,cellular,268,1,success,yes
1504,33,admin.,single,tertiary,no,272,yes,no,cellular,326,1,failure,yes
1505,29,blue-collar,married,secondary,no,313,yes,no,cellular,172,2,other,no
1506,33,admin.,married,secondary,no,95,yes,no,cellular,155,1,success,no
1507,42,admin.,married,tertiary,no,1536,no,no,cellular,132,1,success,no
1508,69,retired,single,tertiary,no,2144,no,no,cellular,417,1,success,yes
1509,42,admin.,married,secondary,no,874,yes,no,cellular,176,1,other,no
1510,38,technician,married,secondary,no,54,yes,yes,cellular,236,1,failure,no
1511,40,blue-collar,married,secondary,no,5060,no,no,cellular,154,2,success,yes
1512,29,management,married,tertiary,no,13186,yes,no,cellular,322,1,failure,no
1513,46,blue-collar,married,primary,no,804,yes,no,cellular,1063,2,success,yes
1514,31,services,married,secondary,no,442,yes,no,cellular,69,1,failure,no
1515,31,admin.,married,secondary,no,3052,yes,yes,cellular,115,2,failure,no
1516,44,management,married,tertiary,no,0,yes,no,cellular,78,2,failure,no
1517,27,technician,single,tertiary,no,15161,no,no,cellular,74,1,success,yes
1518,31,self-employed,single,tertiary,no,283,no,no,cellular,98,2,failure,no
1519,59,management,married,tertiary,no,138,yes,yes,cellular,162,2,failure,no
1520,80,housemaid,married,primary,no,0,no,no,cellular,639,1,failure,yes
1521,70,retired,married,secondary,no,2815,no,no,cellular,125,2,failure,no
1522,57,retired,married,primary,no,1947,no,no,cellular,126,1,success,no
1523,33,technician,married,secondary,no,484,yes,no,cellular,205,3,success,yes
1524,33,blue-collar,married,primary,no,410,yes,no,cellular,396,2,failure,no
1525,23,student,single,secondary,no,922,no,no,cellular,242,1,failure,no
1526,30,admin.,married,secondary,no,111,no,yes,cellular,86,3,failure,no
1527,54,blue-collar,divorced,unknown,no,-473,yes,no,cellular,239,1,failure,no
